ID animal,fechahora,n registro,lat,lon
2LID,19-Mar-07 20:34:11,8788,-55.652,-40.55
2LID,19-Mar-07 21:42:11,8788,-55.656,-40.609
2LID,19-Mar-07 22:18:11,8788,-55.632,-40.536
2LID,19-Mar-07 23:19:11,8788,-55.652,-40.498
2LID,19-Mar-07 23:52:11,8788,-55.638,-40.495
2LID,20-Mar-07 01:01:11,8788,-55.583,-40.427
2LID,20-Mar-07 02:44:11,8788,-55.669,-40.601
2LID,20-Mar-07 03:18:11,8788,-55.642,-40.479
2LID,20-Mar-07 04:58:11,8788,-55.62,-40.489
2LID,31-Mar-07 20:56:11,9794,-56.51,-43.07
2LID,31-Mar-07 21:55:11,9794,-56.54,-43.024
2LID,31-Mar-07 23:17:11,9794,-56.464,-43.056
2LID,01-Apr-07 00:37:11,9794,-56.43,-43.279
2LID,01-Apr-07 02:21:11,9794,-56.481,-43.07
2LID,01-Apr-07 04:29:11,9794,-56.464,-43.111
2LID,01-Apr-07 06:08:11,9794,-56.456,-43.145
2LID,01-Apr-07 08:28:11,9811,-56.405,-43.18
2LID,01-Apr-07 10:10:11,9824,-56.355,-43.214
2LID,01-Apr-07 12:54:11,9846,-56.363,-43.147
2LID,01-Apr-07 14:49:11,9861,-56.357,-43.184
2LID,01-Apr-07 16:12:11,9873,-56.322,-43.137
2LID,01-Apr-07 16:35:11,9877,-56.329,-43.198
2LID,01-Apr-07 18:11:11,9884,-56.305,-43.171
2LID,01-Apr-07 18:18:11,9884,-56.291,-43.156
2LID,01-Apr-07 19:58:11,9884,-56.254,-43.159
2LID,01-Apr-07 22:16:11,9884,-56.208,-43.134
2LID,01-Apr-07 23:57:11,9884,-56.201,-43.126
2LID,02-Apr-07 00:50:11,9884,-56.197,-43.09
2LID,02-Apr-07 03:13:11,9884,-56.226,-42.94
2LID,02-Apr-07 04:07:11,9884,-56.206,-43.027
2LID,02-Apr-07 05:45:11,9884,-56.161,-42.998
2LID,02-Apr-07 06:30:11,9885,-56.277,-43.028
2LID,02-Apr-07 08:05:11,9897,-56.192,-42.995
2LID,02-Apr-07 09:47:11,9911,-56.181,-42.999
2LID,02-Apr-07 11:27:11,9925,-56.223,-42.976
2LID,02-Apr-07 14:37:10,9950,-56.238,-42.91
2LID,02-Apr-07 16:20:10,9964,-56.244,-42.878
2LID,02-Apr-07 17:58:10,9974,-56.22,-42.893
2LID,02-Apr-07 19:19:10,9974,-56.194,-42.854
2LID,02-Apr-07 19:39:10,9974,-56.203,-42.9
2LID,02-Apr-07 21:16:10,9974,-56.281,-42.886
2LID,02-Apr-07 21:53:10,9974,-56.231,-42.923
2LID,02-Apr-07 23:34:10,9974,-56.244,-42.974
2LID,03-Apr-07 00:16:10,9974,-56.231,-42.917
2LID,03-Apr-07 01:12:10,9974,-56.218,-42.926
2LID,03-Apr-07 02:01:10,9974,-56.199,-42.943
2LID,03-Apr-07 02:13:10,9974,-56.215,-42.945
2LID,03-Apr-07 02:51:10,9974,-56.247,-42.873
2LID,03-Apr-07 06:08:10,9974,-56.138,-42.911
2LID,03-Apr-07 09:22:10,9993,-56.221,-42.95
2LID,03-Apr-07 11:04:10,10007,-56.21,-42.903
2LID,03-Apr-07 12:29:10,10020,-56.191,-42.807
2LID,03-Apr-07 14:10:10,10034,-56.217,-42.794
2LID,03-Apr-07 14:24:10,10036,-56.225,-42.858
2LID,03-Apr-07 15:52:10,10049,-56.228,-42.917
2LID,03-Apr-07 16:06:10,10051,-56.234,-42.884
2LID,03-Apr-07 17:32:10,10061,-56.241,-42.905
2LID,03-Apr-07 17:45:10,10061,-56.241,-42.885
2LID,03-Apr-07 19:26:10,10061,-56.171,-42.878
2LID,03-Apr-07 22:26:10,10061,-56.215,-42.882
2LID,03-Apr-07 23:11:10,10061,-56.179,-42.872
2LID,04-Apr-07 00:01:10,10061,-56.258,-42.875
2LID,04-Apr-07 00:06:10,10061,-56.262,-42.868
2LID,04-Apr-07 01:49:10,10061,-56.215,-42.907
2LID,04-Apr-07 05:00:10,10061,-56.179,-42.827
2LID,04-Apr-07 06:39:10,10062,-56.186,-42.897
2LID,04-Apr-07 07:19:10,10067,-56.182,-42.897
2LID,04-Apr-07 08:59:10,10082,-56.189,-42.878
2LID,04-Apr-07 10:40:10,10097,-56.225,-42.917
2LID,04-Apr-07 12:22:10,10112,-56.169,-42.928
2LID,04-Apr-07 14:03:10,10127,-56.139,-42.978
2LID,04-Apr-07 14:14:10,10129,-56.139,-42.984
2LID,04-Apr-07 15:26:10,10140,-56.145,-42.914
2LID,04-Apr-07 15:42:10,10142,-56.14,-42.909
2LID,04-Apr-07 15:55:10,10144,-56.12,-42.895
2LID,04-Apr-07 17:08:10,10156,-56.143,-42.875
2LID,04-Apr-07 17:23:10,10157,-56.125,-42.861
2LID,04-Apr-07 17:37:10,10157,-56.138,-42.914
2LID,04-Apr-07 18:45:10,10157,-56.109,-42.899
2LID,04-Apr-07 19:14:10,10157,-56.106,-42.968
2LID,04-Apr-07 21:06:10,10157,-56.019,-42.82
2LID,04-Apr-07 22:17:10,10157,-56.104,-42.889
2LID,04-Apr-07 22:46:10,10157,-56.073,-42.898
2LID,04-Apr-07 23:57:10,10157,-56.072,-42.884
2LID,05-Apr-07 00:11:10,10157,-56.075,-42.945
2LID,05-Apr-07 01:36:10,10157,-56.056,-43.003
2LID,05-Apr-07 04:33:10,10157,-56.072,-42.817
2LID,05-Apr-07 05:13:10,10157,-56.058,-42.856
2LID,05-Apr-07 06:57:10,10160,-56.057,-42.848
2LID,05-Apr-07 08:36:10,10174,-56.07,-42.803
2LID,05-Apr-07 10:16:10,10187,-56.059,-42.869
2LID,05-Apr-07 13:53:10,10213,-56.047,-42.841
2LID,05-Apr-07 15:33:10,10227,-56.053,-42.851
2LID,05-Apr-07 16:42:10,10236,-56.062,-42.858
2LID,05-Apr-07 17:24:10,10240,-56.035,-42.941
2LID,05-Apr-07 18:20:10,10240,-56.015,-42.839
2LID,05-Apr-07 19:06:10,10240,-55.967,-42.913
2LID,05-Apr-07 20:02:10,10240,-55.99,-42.877
2LID,05-Apr-07 20:28:10,10240,-55.987,-42.886
2LID,05-Apr-07 20:45:10,10240,-55.95,-42.921
2LID,05-Apr-07 21:40:10,10240,-55.974,-42.879
2LID,05-Apr-07 22:08:10,10240,-55.961,-42.894
2LID,05-Apr-07 22:24:10,10240,-55.956,-42.877
2LID,05-Apr-07 23:49:10,10240,-55.954,-42.815
2LID,06-Apr-07 01:32:10,10240,-55.885,-42.758
2LID,06-Apr-07 04:09:10,10240,-55.907,-42.659
2LID,06-Apr-07 05:49:10,10240,-55.912,-42.648
2LID,06-Apr-07 08:11:10,10252,-55.889,-42.688
2LID,06-Apr-07 09:55:10,10266,-55.922,-42.653
2LID,06-Apr-07 11:57:10,10283,-55.995,-42.447
2LID,18-Apr-07 07:00:10,11079,-57.799,-42.831
2LID,18-Apr-07 10:17:10,11095,-57.863,-42.529
2LID,18-Apr-07 13:20:10,11111,-57.923,-42.465
2LID,18-Apr-07 14:58:10,11121,-57.914,-42.642
2LID,18-Apr-07 16:34:10,11129,-57.892,-42.588
2LID,18-Apr-07 19:51:10,11129,-57.901,-42.576
2LID,18-Apr-07 20:43:10,11129,-57.835,-42.627
2LID,18-Apr-07 22:24:10,11129,-57.856,-42.62
2LID,19-Apr-07 00:56:10,11129,-57.88,-42.601
2LID,19-Apr-07 01:40:10,11129,-57.868,-42.623
2LID,19-Apr-07 02:37:10,11129,-57.874,-42.586
2LID,19-Apr-07 04:01:10,11129,-57.888,-42.672
2LID,19-Apr-07 09:54:10,11141,-57.906,-42.655
2LID,19-Apr-07 13:07:10,11157,-57.896,-42.692
2LID,19-Apr-07 14:50:10,11166,-57.914,-42.717
2LID,19-Apr-07 16:27:10,11171,-57.901,-42.737
2LID,19-Apr-07 17:47:10,11171,-57.937,-42.796
2LID,19-Apr-07 19:27:10,11171,-57.898,-42.775
2LID,19-Apr-07 20:21:10,11171,-57.891,-42.805
2LID,19-Apr-07 21:03:10,11171,-57.861,-42.722
2LID,19-Apr-07 22:05:10,11171,-57.932,-42.805
2LID,19-Apr-07 23:08:10,11171,-57.872,-42.717
2LID,19-Apr-07 23:39:10,11171,-57.853,-42.797
2LID,20-Apr-07 00:18:10,11171,-57.85,-42.74
2LID,20-Apr-07 00:44:10,11171,-57.854,-42.779
2LID,20-Apr-07 01:14:10,11171,-57.804,-42.806
2LID,20-Apr-07 02:28:10,11171,-57.86,-42.883
2LID,20-Apr-07 05:37:10,11171,-57.869,-42.983
2LID,20-Apr-07 07:49:10,11174,-57.852,-42.952
2LID,20-Apr-07 09:31:10,11183,-57.889,-42.936
2LID,20-Apr-07 14:36:10,11212,-57.921,-42.969
2LID,20-Apr-07 15:38:10,11217,-57.969,-43.115
2LID,20-Apr-07 16:17:10,11220,-57.997,-43.167
2LID,20-Apr-07 17:25:10,11220,-57.965,-43.17
2LID,20-Apr-07 17:56:10,11220,-57.951,-43.165
2LID,20-Apr-07 19:04:10,11220,-57.954,-43.258
2LID,20-Apr-07 19:31:10,11220,-58.017,-43.277
2LID,20-Apr-07 20:41:10,11220,-58.064,-43.285
2LID,20-Apr-07 21:38:10,11220,-58.039,-43.279
2LID,20-Apr-07 22:21:10,11220,-58.033,-43.272
2LID,20-Apr-07 22:47:10,11220,-58.023,-43.297
2LID,20-Apr-07 23:17:10,11220,-58.044,-43.366
2LID,21-Apr-07 00:55:10,11220,-58.097,-43.363
2LID,21-Apr-07 01:40:10,11220,-58.081,-43.375
2LID,21-Apr-07 02:16:10,11220,-58.097,-43.391
2LID,21-Apr-07 04:54:10,11220,-58.13,-43.427
2LID,21-Apr-07 05:28:10,11220,-58.156,-43.5
2LID,21-Apr-07 06:38:10,11220,-58.212,-43.565
2LID,21-Apr-07 12:44:10,11247,-58.294,-43.728
2LID,21-Apr-07 14:27:10,11255,-58.329,-43.865
2LID,21-Apr-07 15:19:10,11259,-58.33,-43.808
2LID,21-Apr-07 16:06:10,11263,-58.299,-43.854
2LID,21-Apr-07 16:59:10,11264,-58.309,-43.937
2LID,21-Apr-07 17:51:10,11264,-58.338,-44.003
2LID,21-Apr-07 19:18:10,11264,-58.29,-43.999
2LID,21-Apr-07 20:21:10,11264,-58.292,-44.05
2LID,21-Apr-07 22:43:10,11264,-58.258,-44.148
2LID,21-Apr-07 22:54:10,11264,-58.265,-44.183
2LID,22-Apr-07 00:23:10,11264,-58.225,-44.178
2LID,22-Apr-07 00:34:10,11264,-58.233,-44.211
2LID,22-Apr-07 02:06:10,11264,-58.219,-44.262
2LID,22-Apr-07 02:11:10,11264,-58.213,-44.248
2LID,22-Apr-07 05:30:10,11264,-58.242,-44.364
2LID,22-Apr-07 06:09:10,11264,-58.224,-44.407
2LID,22-Apr-07 08:45:10,11272,-58.257,-44.416
2LID,22-Apr-07 10:24:10,11279,-58.281,-44.497
2LID,22-Apr-07 12:05:10,11288,-58.24,-44.634
2LID,22-Apr-07 12:36:10,11290,-58.256,-44.489
2LID,22-Apr-07 14:17:10,11298,-58.114,-44.494
2LID,22-Apr-07 17:37:10,11309,-58.28,-44.682
2LID,22-Apr-07 19:09:10,11309,-58.223,-44.733
2LID,22-Apr-07 19:55:10,11309,-58.218,-44.742
2LID,22-Apr-07 20:46:10,11309,-58.21,-44.819
2LID,22-Apr-07 22:31:10,11309,-58.183,-44.788
2LID,23-Apr-07 00:12:10,11309,-58.186,-44.923
2LID,23-Apr-07 01:56:10,11309,-58.156,-44.947
2LID,23-Apr-07 05:06:10,11309,-58.173,-45.017
2LID,23-Apr-07 05:43:10,11309,-58.173,-45.016
2LID,23-Apr-07 06:40:10,11309,-58.135,-45.113
2LID,23-Apr-07 08:20:10,11313,-58.134,-45.11
2LID,23-Apr-07 09:55:10,11320,-58.036,-45.135
2LID,23-Apr-07 12:21:10,11332,-58.09,-45.313
2LID,23-Apr-07 13:51:10,11340,-58.115,-45.346
2LID,23-Apr-07 16:07:10,11352,-58.068,-45.55
2LID,23-Apr-07 17:15:10,11354,-58.13,-45.295
2LID,23-Apr-07 17:54:10,11354,-58.095,-45.31
2LID,23-Apr-07 18:58:10,11354,-58.094,-45.336
2LID,23-Apr-07 19:30:10,11354,-58.088,-45.38
2LID,22-May-07 18:20:10,12491,-49.916,-57.808
2LID,22-May-07 21:25:10,12491,-49.925,-57.737
2LID,23-May-07 00:00:10,12491,-49.964,-57.762
2LID,23-May-07 03:24:10,12491,-49.943,-57.844
2LID,23-May-07 05:50:10,12491,-49.943,-57.81
2LID,23-May-07 07:12:10,12491,-50.001,-57.644
2LID,23-May-07 08:28:10,12491,-49.908,-57.75
2LID,23-May-07 10:06:10,12499,-49.986,-57.694
2LID,23-May-07 11:49:10,12507,-49.973,-57.722
2LID,23-May-07 14:02:10,12518,-49.97,-57.702
2LID,23-May-07 15:41:10,12526,-49.98,-57.686
2LID,23-May-07 16:31:10,12530,-49.968,-57.678
2LID,23-May-07 17:18:10,12531,-50.002,-57.702
2LID,23-May-07 17:40:10,12531,-49.986,-57.721
2LID,23-May-07 18:08:10,12531,-49.974,-57.744
2LID,23-May-07 19:22:10,12531,-49.962,-57.695
2LID,23-May-07 19:49:10,12531,-49.984,-57.724
2LID,23-May-07 22:21:10,12531,-49.943,-57.836
2LID,24-May-07 00:01:10,12531,-49.981,-57.757
2LID,24-May-07 01:43:10,12531,-50,-57.774
2LID,24-May-07 03:57:10,12531,-50.022,-57.739
2LID,24-May-07 08:07:10,12531,-50.009,-57.891
2LID,24-May-07 11:26:10,12545,-50.003,-57.802
2LID,24-May-07 13:53:10,12557,-50.062,-57.613
2LID,24-May-07 15:32:10,12566,-49.989,-57.766
2LID,24-May-07 16:16:10,12570,-50.054,-57.779
2LID,24-May-07 17:13:10,12574,-50.027,-57.783
2LID,25-May-07 03:06:10,12574,-49.941,-57.828
2LID,25-May-07 06:24:10,12574,-49.951,-57.781
2LID,25-May-07 07:44:10,12574,-49.907,-57.744
2LID,25-May-07 09:22:10,12578,-50.019,-57.799
2LID,25-May-07 11:00:10,12586,-49.974,-57.763
2LID,25-May-07 13:37:10,12599,-49.965,-57.986
2LID,25-May-07 17:44:10,12614,-49.97,-57.74
2LID,25-May-07 18:34:10,12614,-49.954,-57.75
2LID,25-May-07 20:14:10,12614,-49.934,-57.702
2LID,25-May-07 21:36:10,12614,-49.964,-57.852
2LID,26-May-07 00:56:10,12614,-49.975,-57.902
2LID,26-May-07 02:00:10,12614,-49.958,-57.712
2LID,26-May-07 05:15:10,12614,-49.916,-57.691
2LID,26-May-07 05:59:10,12614,-49.94,-57.668
2LID,26-May-07 07:42:10,12614,-49.936,-57.709
2LID,26-May-07 08:59:10,12615,-49.871,-57.676
2LID,26-May-07 12:16:10,12630,-49.878,-57.376
2LID,26-May-07 15:56:10,12647,-49.894,-57.524
2LID,26-May-07 18:10:10,12651,-49.953,-57.471
2LID,27-May-07 00:30:10,12651,-49.956,-57.671
2LID,27-May-07 05:00:10,12651,-49.936,-57.68
2LID,27-May-07 07:16:10,12651,-50.136,-57.438
2LID,27-May-07 12:01:10,12666,-49.972,-57.628
2LID,27-May-07 13:21:10,12672,-50.058,-57.387
2LID,27-May-07 15:01:10,12679,-49.998,-57.588
2LID,27-May-07 16:40:10,12686,-49.915,-57.615
2LID,27-May-07 17:23:10,12686,-49.919,-57.506
2LID,27-May-07 19:03:10,12686,-49.939,-57.529
2LID,27-May-07 19:24:10,12686,-49.944,-57.59
2LID,27-May-07 22:23:10,12686,-49.938,-57.6
2LID,27-May-07 23:11:10,12686,-50.007,-57.56
2LID,28-May-07 00:53:10,12686,-49.988,-57.584
2LID,28-May-07 06:54:10,12686,-49.904,-57.363
2LID,09-Jun-07 05:27:10,13062,-49.931,-57.887
2LID,09-Jun-07 18:14:10,13089,-49.777,-58.811
2LID,09-Jun-07 19:13:10,13089,-49.69,-58.635
2LID,09-Jun-07 22:26:10,13089,-49.685,-58.856
2LID,10-Jun-07 05:40:10,13089,-49.49,-58.798
2LID,10-Jun-07 08:09:10,13089,-49.502,-59.181
2LID,10-Jun-07 17:36:10,13114,-49.453,-59.246
2LID,10-Jun-07 18:00:10,13114,-49.476,-59.315
2LID,10-Jun-07 19:41:10,13114,-49.432,-59.383
2LID,10-Jun-07 20:34:10,13114,-49.467,-59.513
2LID,10-Jun-07 22:02:10,13114,-49.41,-59.524
2LID,10-Jun-07 23:42:10,13114,-49.395,-59.589
2LID,11-Jun-07 04:34:10,13114,-49.317,-59.724
2LID,11-Jun-07 08:01:10,13114,-49.243,-59.765
2LID,11-Jun-07 11:10:10,13123,-49.316,-59.883
2LID,11-Jun-07 16:01:10,13144,-49.36,-59.8
2LID,11-Jun-07 17:51:10,13144,-49.311,-59.696
2LID,11-Jun-07 19:28:10,13144,-49.33,-59.881
2LID,11-Jun-07 20:08:10,13144,-49.331,-59.884
2LID,11-Jun-07 23:23:10,13144,-49.354,-60.059
2LID,12-Jun-07 01:37:10,13144,-49.326,-59.83
2LID,12-Jun-07 03:20:10,13144,-49.316,-59.845
2LID,12-Jun-07 05:24:10,13144,-49.298,-59.894
2LID,12-Jun-07 19:45:10,13172,-49.319,-59.994
2LID,12-Jun-07 21:27:10,13172,-49.224,-59.967
2LID,13-Jun-07 01:29:10,13172,-49.256,-60.1
2LID,13-Jun-07 07:10:10,13172,-49.318,-60.327
2LID,13-Jun-07 21:01:10,13208,-48.948,-60.767
2LID,13-Jun-07 22:37:10,13208,-49.018,-60.852
2LID,14-Jun-07 03:05:10,13208,-49.185,-60.516
2LID,14-Jun-07 05:03:10,13208,-49.257,-60.599
2LID,14-Jun-07 06:48:10,13208,-49.305,-60.728
2LID,27-Jun-07 08:15:10,13688,-42.83,-63.63
BK6,02-Aug-05 08:37:27,49,-42.914,-63.444
BK6,02-Aug-05 12:36:27,68,-42.91,-63.3
BK6,02-Aug-05 18:55:27,72,-42.996,-63.572
BK6,02-Aug-05 22:34:27,72,-43.031,-63.59
BK6,03-Aug-05 03:25:27,72,-43.044,-63.473
BK6,03-Aug-05 04:41:27,72,-43.078,-63.527
BK6,03-Aug-05 06:27:27,72,-43.05,-63.524
BK6,03-Aug-05 10:07:27,72,-43.062,-63.485
BK6,04-Aug-05 09:54:27,79,-42.924,-63.381
BK6,19-Aug-05 14:46:27,598,-47.852,-64.966
BK6,19-Aug-05 16:25:27,606,-47.886,-64.944
BK6,19-Aug-05 20:26:27,614,-47.971,-64.906
BK6,19-Aug-05 23:16:27,614,-48.051,-64.94
BK6,20-Aug-05 01:10:27,614,-48.069,-64.694
BK6,20-Aug-05 04:31:27,614,-48.064,-65.038
BK6,20-Aug-05 09:49:27,619,-48.196,-65.001
BK6,20-Aug-05 11:33:27,627,-48.211,-64.94
BK6,20-Aug-05 14:32:27,639,-48.239,-64.976
BK6,20-Aug-05 17:52:27,655,-48.282,-64.969
BK6,20-Aug-05 22:06:27,655,-48.372,-65.009
BK6,21-Aug-05 00:54:27,655,-48.349,-64.945
BK6,21-Aug-05 04:15:27,655,-48.351,-64.983
BK6,21-Aug-05 12:01:27,666,-48.493,-65.128
BK6,21-Aug-05 14:21:27,675,-48.563,-65.101
BK6,21-Aug-05 19:41:27,688,-48.634,-65.148
BK6,22-Aug-05 00:42:27,688,-48.617,-65.279
BK6,22-Aug-05 02:21:27,688,-48.647,-65.343
BK6,22-Aug-05 07:10:27,688,-48.757,-65.71
BK6,22-Aug-05 09:53:27,694,-48.698,-65.454
BK6,22-Aug-05 11:36:27,701,-48.75,-65.377
BK6,22-Aug-05 14:11:27,712,-48.842,-65.434
BK6,22-Aug-05 17:35:27,728,-48.901,-65.476
BK6,22-Aug-05 19:11:27,732,-48.926,-65.68
BK6,22-Aug-05 23:22:27,732,-49.025,-65.779
BK6,23-Aug-05 06:32:27,732,-48.967,-65.28
BK6,23-Aug-05 09:37:27,737,-49.059,-65.381
BK6,23-Aug-05 18:53:27,771,-49.321,-65.444
BK6,23-Aug-05 21:29:27,771,-49.312,-65.114
BK6,24-Aug-05 01:04:27,771,-49.286,-65.196
BK6,24-Aug-05 03:43:27,771,-49.286,-65.55
BK6,24-Aug-05 12:34:27,788,-49.437,-65.546
BK6,24-Aug-05 20:11:27,802,-49.63,-65.435
BK6,24-Aug-05 21:52:27,802,-49.687,-65.28
BK6,05-Sep-05 20:22:27,1277,-51.935,-65.135
BK6,06-Sep-05 01:11:27,1277,-52.102,-65.681
BK6,06-Sep-05 04:32:27,1277,-52.148,-65.674
BK6,06-Sep-05 05:48:27,1277,-52.197,-65.623
BK6,06-Sep-05 11:14:27,1290,-52.164,-65.97
BK6,06-Sep-05 12:31:27,1295,-52.199,-65.837
BK6,06-Sep-05 15:06:27,1306,-52.125,-65.764
BK6,06-Sep-05 20:07:27,1321,-52.391,-66.149
BK6,07-Sep-05 01:03:27,1321,-52.322,-66.199
BK6,07-Sep-05 05:49:27,1321,-52.409,-66.274
BK6,07-Sep-05 14:56:27,1351,-52.67,-66.494
BK6,07-Sep-05 18:17:27,1366,-52.725,-66.448
BK6,07-Sep-05 21:33:27,1368,-52.782,-66.557
BK6,07-Sep-05 23:06:27,1368,-52.826,-66.544
BK6,08-Sep-05 00:23:27,1368,-52.776,-66.38
BK6,08-Sep-05 02:25:27,1368,-52.872,-66.571
BK6,08-Sep-05 05:28:27,1368,-52.946,-66.478
BK6,08-Sep-05 09:05:27,1373,-52.99,-66.496
BK6,08-Sep-05 11:45:27,1385,-53.007,-66.472
BK6,08-Sep-05 20:52:27,1417,-53.044,-66.472
BK6,08-Sep-05 22:17:27,1417,-53.038,-66.558
BK6,09-Sep-05 04:35:27,1417,-53.08,-66.492
BK6,09-Sep-05 11:28:27,1432,-53.048,-66.35
BK6,09-Sep-05 14:28:27,1446,-53.099,-66.368
BK6,09-Sep-05 16:13:27,1453,-53.092,-66.308
BK6,09-Sep-05 17:52:27,1461,-53.061,-66.208
BK6,09-Sep-05 21:06:27,1466,-53.059,-66.239
BK6,10-Sep-05 01:12:27,1466,-53.072,-66.31
BK6,10-Sep-05 05:32:27,1466,-53.041,-66.309
BK6,10-Sep-05 06:58:27,1466,-53.057,-66.27
BK6,10-Sep-05 08:39:27,1469,-53.048,-66.216
BK6,10-Sep-05 10:21:27,1475,-53.041,-66.27
BK6,10-Sep-05 12:43:27,1484,-53.103,-66.296
BK6,10-Sep-05 14:22:27,1491,-53.02,-66.303
BK6,10-Sep-05 16:01:27,1499,-53.075,-66.204
BK6,10-Sep-05 18:24:27,1511,-53.107,-66.334
BK6,10-Sep-05 20:05:27,1512,-53.092,-66.295
BK6,10-Sep-05 21:43:27,1512,-53.078,-66.202
BK6,10-Sep-05 23:12:27,1512,-53.045,-66.233
BK6,11-Sep-05 01:49:27,1512,-53.065,-66.093
BK6,11-Sep-05 05:25:27,1512,-53.093,-66.05
BK6,11-Sep-05 07:33:27,1512,-53.077,-66.154
BK6,11-Sep-05 08:59:27,1517,-53.101,-66.074
BK6,11-Sep-05 10:06:27,1522,-53.09,-66.092
BK6,23-Sep-05 04:28:27,2101,-53.08,-65.861
BK6,23-Sep-05 07:48:27,2104,-53.054,-65.761
BK6,23-Sep-05 09:24:27,2111,-52.964,-65.892
BK6,23-Sep-05 13:43:27,2127,-53.066,-65.948
BK6,23-Sep-05 18:49:27,2145,-53.07,-65.825
BK6,23-Sep-05 19:58:27,2147,-53.034,-65.801
BK6,23-Sep-05 21:36:27,2147,-53.028,-65.828
BK6,23-Sep-05 23:13:27,2147,-53.007,-65.843
BK6,24-Sep-05 01:26:27,2147,-52.97,-65.892
BK6,24-Sep-05 05:06:27,2147,-53.029,-65.876
BK6,24-Sep-05 07:19:27,2149,-53.047,-65.851
BK6,24-Sep-05 09:03:27,2153,-53.019,-65.913
BK6,24-Sep-05 10:40:27,2159,-53.016,-65.969
BK6,24-Sep-05 15:22:27,2170,-53.07,-66.174
BK6,24-Sep-05 18:55:27,2182,-53.05,-65.795
BK6,24-Sep-05 21:17:27,2182,-53.052,-65.895
BK6,24-Sep-05 22:46:27,2182,-53.061,-65.785
BK6,25-Sep-05 01:17:27,2182,-53.052,-65.947
BK6,25-Sep-05 04:35:27,2182,-53.067,-65.879
BK6,25-Sep-05 10:28:27,2193,-53.066,-65.874
BK6,25-Sep-05 12:01:27,2198,-53.064,-65.821
BK6,25-Sep-05 15:09:27,2211,-53.12,-65.83
BK6,25-Sep-05 16:31:27,2217,-53.073,-65.86
BK6,25-Sep-05 19:08:27,2229,-53.089,-65.828
BK6,25-Sep-05 20:49:27,2229,-53.074,-65.909
BK6,25-Sep-05 22:26:27,2229,-53.134,-65.978
BK6,26-Sep-05 00:11:27,2229,-53.064,-65.791
BK6,26-Sep-05 01:51:27,2229,-53.028,-65.752
BK6,26-Sep-05 04:14:27,2229,-53.055,-65.877
BK6,26-Sep-05 05:44:27,2229,-53.035,-65.96
BK6,26-Sep-05 09:56:27,2242,-53.044,-65.852
BK6,26-Sep-05 11:34:27,2249,-53.109,-65.691
BK6,26-Sep-05 14:58:27,2262,-53.036,-65.793
BK6,26-Sep-05 16:20:27,2267,-53.051,-65.735
BK6,26-Sep-05 18:00:27,2274,-53.101,-65.771
BK6,27-Sep-05 11:12:27,2293,-53.115,-66.097
BK6,28-Sep-05 00:00:27,2327,-53.047,-66.083
BK6,28-Sep-05 05:51:27,2327,-53.024,-65.896
BK6,28-Sep-05 17:39:27,2371,-53.151,-66.133
BK6,10-Oct-05 09:37:27,2905,-53.058,-66.208
BK6,10-Oct-05 12:58:27,2919,-53.082,-66.163
BK6,10-Oct-05 14:13:27,2923,-53.109,-66.11
BK6,10-Oct-05 15:56:27,2930,-53.097,-66.146
BK6,10-Oct-05 17:01:27,2934,-53.127,-66.21
BK6,10-Oct-05 18:15:27,2938,-53.086,-66.064
BK6,10-Oct-05 19:55:27,2942,-53.104,-66.011
BK6,10-Oct-05 21:11:27,2942,-53.114,-66.001
BK6,10-Oct-05 23:23:27,2942,-53.103,-66.14
BK6,11-Oct-05 02:13:27,2942,-53.027,-66.24
BK6,11-Oct-05 09:03:27,2951,-53.176,-66.102
BK6,11-Oct-05 20:59:27,2995,-53.063,-66.086
BK6,12-Oct-05 04:20:27,2995,-53.133,-66.024
BK6,12-Oct-05 08:52:27,3005,-53.043,-66.144
BK6,12-Oct-05 15:38:27,3033,-53.036,-66.014
BK6,12-Oct-05 17:18:27,3040,-53.072,-65.985
BK6,13-Oct-05 01:58:27,3051,-53.084,-65.835
BK6,13-Oct-05 08:30:27,3058,-52.965,-66.234
BK6,14-Oct-05 19:30:27,3156,-53.067,-66.223
BK6,15-Oct-05 02:02:27,3156,-53.075,-65.748
BK6,15-Oct-05 04:08:27,3156,-53.022,-65.717
BK6,15-Oct-05 05:46:27,3156,-53.064,-65.846
BK6,15-Oct-05 11:13:27,3175,-53.233,-65.97
BK6,15-Oct-05 16:53:27,3197,-53.037,-65.986
BK6,27-Oct-05 16:26:27,3829,-52.886,-66.334
BK6,27-Oct-05 18:10:27,3836,-52.92,-66.345
BK6,27-Oct-05 20:21:27,3843,-52.931,-66.297
BK6,27-Oct-05 21:31:27,3843,-52.898,-66.282
BK6,27-Oct-05 22:34:27,3843,-52.886,-66.26
BK6,28-Oct-05 00:10:27,3843,-52.865,-66.239
BK6,28-Oct-05 01:54:27,3843,-52.85,-66.205
BK6,28-Oct-05 04:26:27,3843,-52.798,-66.223
BK6,28-Oct-05 05:37:27,3843,-52.788,-66.205
BK6,28-Oct-05 07:16:27,3847,-52.73,-66.205
BK6,28-Oct-05 10:01:27,3856,-52.694,-66.08
BK6,28-Oct-05 18:31:27,3893,-52.521,-66.133
BK6,28-Oct-05 21:07:27,3899,-52.484,-65.936
BK6,28-Oct-05 23:12:27,3899,-52.408,-65.809
BK6,29-Oct-05 02:45:27,3899,-52.391,-65.768
