ID animal,fechahora,n registro,lat,lon
BK6,29-Oct-05 08:09:27,3906,-52.2,-65.995
BK6,29-Oct-05 12:21:27,3921,-52.131,-65.702
BK6,29-Oct-05 15:02:27,3931,-52.149,-65.49
BK6,29-Oct-05 16:39:27,3937,-52.122,-65.703
BK6,29-Oct-05 17:51:27,3942,-52.093,-65.61
BK6,29-Oct-05 22:22:27,3950,-52.055,-65.487
BK6,29-Oct-05 23:50:27,3950,-51.997,-65.464
BK6,30-Oct-05 01:56:27,3950,-51.918,-65.61
BK6,30-Oct-05 08:13:27,3956,-51.771,-65.034
BK6,30-Oct-05 11:54:27,3971,-51.714,-65.336
BK6,30-Oct-05 14:15:27,3981,-51.688,-65.177
BK6,30-Oct-05 15:55:26,3989,-51.654,-65.161
BK6,30-Oct-05 17:29:26,3995,-51.614,-65.139
BK6,30-Oct-05 19:52:26,4005,-51.566,-65.191
BK6,30-Oct-05 22:28:26,4005,-51.526,-65.14
BK6,31-Oct-05 00:11:26,4005,-51.612,-65.283
BK6,31-Oct-05 06:06:26,4005,-51.396,-64.956
BK6,31-Oct-05 11:30:26,4021,-51.482,-64.454
BK6,31-Oct-05 18:18:26,4044,-51.053,-64.795
BK6,31-Oct-05 21:35:26,4050,-50.95,-64.832
BK6,01-Nov-05 01:25:26,4050,-50.827,-64.844
BK6,01-Nov-05 03:50:26,4050,-50.691,-64.934
BK6,01-Nov-05 07:19:26,4055,-50.684,-64.601
BK6,01-Nov-05 09:31:26,4063,-50.537,-64.8
BK6,01-Nov-05 11:10:26,4066,-50.544,-64.598
BK6,01-Nov-05 13:54:26,4078,-50.462,-64.765
BK6,01-Nov-05 16:04:26,4096,-50.388,-64.863
BK6,01-Nov-05 17:54:26,4109,-50.356,-64.774
BK6,01-Nov-05 19:32:26,4120,-50.287,-64.816
BK6,01-Nov-05 21:10:26,4123,-50.24,-64.879
BK6,02-Nov-05 01:57:26,4123,-50.064,-64.751
BK6,02-Nov-05 06:57:26,4126,-50.02,-64.779
PT7,19-Dec-05 03:30:24,868,-42.172,-64.319
PT7,19-Dec-05 04:34:24,868,-42.152,-64.232
PT7,19-Dec-05 06:40:24,868,-42.039,-64.204
PT7,19-Dec-05 08:19:24,875,-42.033,-64.152
PT7,19-Dec-05 14:09:24,914,-41.9,-63.986
PT7,19-Dec-05 15:51:24,928,-41.906,-63.874
PT7,19-Dec-05 16:54:24,936,-41.856,-63.804
PT7,19-Dec-05 18:36:24,950,-41.928,-63.701
PT7,22-Dec-05 05:28:24,1198,-43.103,-61.245
PT7,22-Dec-05 06:47:24,1204,-43.111,-61.18
PT7,22-Dec-05 09:56:24,1221,-43.166,-61.137
PT7,22-Dec-05 15:21:24,1250,-43.257,-61.172
PT7,22-Dec-05 17:40:24,1264,-43.267,-61.078
PT7,06-Jan-06 04:31:24,2117,-43.689,-55.915
PT7,06-Jan-06 09:12:24,2130,-43.697,-55.935
PT7,06-Jan-06 10:51:24,2136,-43.736,-55.799
PT7,06-Jan-06 17:49:24,2163,-43.713,-55.867
PT7,11-Feb-06 08:50:24,3668,-47.568,-59.871
PT7,11-Feb-06 15:01:24,3683,-47.583,-59.791
PT7,01-Mar-06 04:05:24,4497,-50.987,-59.975
PT7,01-Mar-06 05:47:24,4497,-51.019,-60.048
PT7,01-Mar-06 08:41:24,4510,-51.023,-60.228
PT7,01-Mar-06 10:15:24,4522,-51.114,-60.248
PT7,01-Mar-06 11:58:24,4541,-51.125,-60.45
PT7,01-Mar-06 14:41:24,4579,-51.231,-60.448
PT7,01-Mar-06 16:23:24,4603,-51.241,-60.527
PT7,03-Apr-06 10:59:23,5845,-47.637,-60.502
PT7,03-Apr-06 12:43:23,5850,-47.544,-60.466
PT7,03-Apr-06 16:29:23,5861,-47.642,-60.602
PT7,23-Apr-06 22:49:23,6521,-41.294,-56.753
RON6,07-Dec-05 10:43:02,259,-42.02,-63.364
RON6,07-Dec-05 12:19:02,277,-41.976,-63.285
RON6,07-Dec-05 14:31:02,296,-41.921,-63.204
RON6,07-Dec-05 15:54:02,311,-41.897,-63.127
RON6,07-Dec-05 17:32:02,326,-41.873,-63.016
RON6,07-Dec-05 18:37:02,335,-41.853,-62.933
RON6,22-Dec-05 01:18:02,1706,-43.447,-59.799
RON6,22-Dec-05 02:20:02,1706,-43.455,-59.832
RON6,22-Dec-05 03:58:02,1706,-43.458,-59.834
RON6,22-Dec-05 05:05:02,1706,-43.455,-59.837
RON6,22-Dec-05 06:42:02,1715,-43.493,-59.798
RON6,22-Dec-05 08:12:02,1726,-43.481,-59.833
RON6,22-Dec-05 09:55:02,1737,-43.506,-59.813
RON6,22-Dec-05 11:39:02,1751,-43.521,-59.817
RON6,22-Dec-05 13:36:02,1757,-43.518,-59.842
RON6,22-Dec-05 16:19:02,1769,-43.523,-59.852
RON6,22-Dec-05 17:59:02,1777,-43.532,-59.82
RON6,24-Dec-05 23:07:02,1924,-43.92,-59.108
RON6,25-Dec-05 00:50:02,1924,-43.91,-59.134
RON6,25-Dec-05 05:06:02,1924,-43.947,-59.132
RON6,25-Dec-05 09:14:02,1940,-43.924,-59.088
RON6,25-Dec-05 14:52:02,1964,-44.006,-58.933
RON6,25-Dec-05 16:31:02,1972,-43.995,-58.888
RON6,25-Dec-05 18:07:02,1978,-43.98,-59.006
RON6,08-Jan-06 22:22:02,2904,-46.298,-61.375
RON6,08-Jan-06 23:54:02,2904,-46.319,-61.355
RON6,09-Jan-06 03:17:02,2904,-46.298,-61.269
RON6,09-Jan-06 06:40:02,2905,-46.268,-61.213
RON6,09-Jan-06 09:45:02,2921,-46.252,-61.248
RON6,09-Jan-06 11:25:02,2929,-46.274,-61.173
RON6,09-Jan-06 13:54:02,2941,-46.276,-61.291
RON6,12-Jan-06 01:07:02,3119,-46.29,-61.214
RON6,12-Jan-06 02:44:02,3119,-46.311,-61.207
RON6,12-Jan-06 04:48:02,3119,-46.289,-61.168
RON6,12-Jan-06 07:10:02,3123,-46.274,-61.158
RON6,12-Jan-06 10:28:02,3143,-46.253,-61.195
RON6,12-Jan-06 19:16:02,3188,-46.261,-61.51
RON6,27-Jan-06 18:27:02,4272,-46.341,-61.139
RON6,30-Jan-06 09:55:02,4428,-46.246,-61.246
RON6,30-Jan-06 11:47:02,4439,-46.14,-61.292
RON6,30-Jan-06 13:41:02,4449,-46.115,-61.387
RON6,30-Jan-06 15:24:02,4459,-46.058,-61.462
RON6,30-Jan-06 17:12:02,4470,-46.112,-61.243
RON6,30-Jan-06 18:53:02,4478,-46.081,-61.409
RON6,11-Feb-06 10:29:02,5242,-46.047,-61.74
RON6,11-Feb-06 12:08:02,5251,-45.992,-61.7
RON6,11-Feb-06 13:19:02,5258,-45.965,-61.786
RON6,11-Feb-06 16:31:02,5278,-45.965,-61.729
RON6,11-Feb-06 19:09:02,5292,-46.06,-61.768
RON6,14-Feb-06 17:37:02,5492,-45.939,-61.703
RON6,14-Feb-06 19:36:02,5503,-45.909,-61.56
RON6,16-Feb-06 22:28:02,5655,-45.697,-61.826
RON6,16-Feb-06 23:38:02,5655,-45.7,-61.754
RON6,17-Feb-06 01:38:02,5655,-45.686,-61.863
SI4,08-Aug-05 10:11:01,181,-43.056,-62.897
SI4,08-Aug-05 17:17:01,209,-43.313,-62.648
SI4,08-Aug-05 21:17:01,213,-43.398,-62.539
SI4,08-Aug-05 22:24:01,213,-43.396,-62.582
SI4,09-Aug-05 00:41:01,213,-43.422,-62.527
SI4,09-Aug-05 07:05:01,213,-43.566,-62.34
SI4,09-Aug-05 23:46:01,252,-43.832,-61.98
SI4,10-Aug-05 02:57:01,252,-43.837,-61.789
SI4,10-Aug-05 18:57:01,286,-43.953,-62.048
SI4,10-Aug-05 23:22:01,286,-44.061,-61.778
SI4,11-Aug-05 01:10:01,286,-44.048,-61.739
SI4,11-Aug-05 03:39:01,286,-44.096,-61.637
SI4,11-Aug-05 08:06:01,286,-44.028,-61.752
SI4,11-Aug-05 16:08:01,316,-44.146,-61.805
SI4,11-Aug-05 22:56:01,323,-44.13,-61.913
SI4,12-Aug-05 02:21:01,323,-44.123,-61.8
SI4,12-Aug-05 15:55:01,349,-43.962,-61.251
SI4,12-Aug-05 22:32:01,357,-44.179,-61.647
SI4,13-Aug-05 00:16:01,357,-44.181,-61.675
SI4,13-Aug-05 03:24:01,357,-44.197,-61.601
SI4,13-Aug-05 09:58:01,361,-44.244,-61.589
SI4,13-Aug-05 11:41:01,366,-44.234,-61.536
SI4,13-Aug-05 18:07:01,385,-44.28,-61.479
SI4,25-Aug-05 18:02:01,837,-45.367,-62.769
SI4,25-Aug-05 21:21:01,839,-45.455,-62.969
SI4,26-Aug-05 01:17:01,839,-45.183,-62.886
SI4,26-Aug-05 05:27:01,839,-45.456,-62.661
SI4,26-Aug-05 08:26:01,840,-45.521,-62.48
SI4,26-Aug-05 19:16:01,880,-45.366,-62.597
SI4,26-Aug-05 22:11:01,880,-45.379,-62.765
SI4,27-Aug-05 01:35:01,880,-45.39,-62.834
SI4,27-Aug-05 04:26:01,880,-45.424,-62.856
SI4,27-Aug-05 09:56:01,884,-45.381,-62.841
SI4,27-Aug-05 15:00:01,899,-45.426,-62.8
SI4,28-Aug-05 09:42:01,912,-45.702,-62.637
SI4,28-Aug-05 10:56:01,916,-45.73,-62.582
SI4,28-Aug-05 15:13:01,930,-45.777,-62.715
SI4,28-Aug-05 18:23:01,942,-45.927,-62.778
SI4,29-Aug-05 02:21:01,942,-45.918,-62.62
SI4,29-Aug-05 04:21:01,942,-45.963,-62.505
SI4,29-Aug-05 10:34:01,952,-46.068,-62.619
SI4,29-Aug-05 12:11:01,958,-46.151,-62.762
SI4,29-Aug-05 14:41:01,967,-46.103,-62.632
SI4,29-Aug-05 18:19:01,980,-46.209,-62.966
SI4,29-Aug-05 21:29:01,981,-46.196,-62.643
SI4,29-Aug-05 23:31:01,981,-46.242,-62.689
SI4,30-Aug-05 04:12:01,981,-46.274,-62.61
SI4,30-Aug-05 05:35:01,981,-46.297,-62.682
SI4,30-Aug-05 09:15:01,986,-46.39,-62.517
SI4,30-Aug-05 21:34:01,1022,-46.44,-62.705
SI4,31-Aug-05 02:01:01,1022,-46.426,-62.719
SI4,31-Aug-05 06:34:01,1022,-46.444,-62.747
SI4,12-Sep-05 07:08:01,1560,-47.065,-62.512
SI4,12-Sep-05 09:50:01,1572,-47.049,-62.633
SI4,12-Sep-05 13:57:01,1591,-47.043,-62.519
SI4,12-Sep-05 22:25:01,1613,-46.579,-62.365
SI4,13-Sep-05 07:59:01,1615,-46.975,-62.484
SI4,13-Sep-05 09:38:01,1622,-47.007,-62.526
SI4,13-Sep-05 13:13:01,1638,-46.972,-62.324
SI4,13-Sep-05 15:28:01,1648,-46.956,-62.277
SI4,13-Sep-05 23:45:01,1664,-46.956,-62.535
SI4,14-Sep-05 04:38:01,1664,-47.024,-62.466
SI4,14-Sep-05 07:47:01,1664,-46.99,-62.284
SI4,14-Sep-05 11:07:01,1676,-47.046,-62.387
SI4,14-Sep-05 12:51:01,1683,-46.999,-62.407
SI4,14-Sep-05 20:16:01,1710,-46.975,-63.114
SI4,15-Sep-05 05:54:01,1710,-47.115,-62.336
SI4,15-Sep-05 09:16:01,1717,-47.116,-62.317
SI4,15-Sep-05 10:44:01,1722,-47.2,-62.446
SI4,15-Sep-05 12:26:01,1728,-47.234,-62.421
SI4,15-Sep-05 13:28:01,1732,-47.195,-62.428
SI4,15-Sep-05 15:10:01,1739,-47.219,-62.486
SI4,15-Sep-05 18:21:01,1753,-47.352,-62.748
SI4,15-Sep-05 21:33:01,1756,-47.207,-62.589
SI4,16-Sep-05 04:58:01,1756,-47.187,-62.534
SI4,16-Sep-05 07:17:01,1756,-47.117,-62.51
SI4,16-Sep-05 10:39:01,1769,-47.226,-62.608
SI4,16-Sep-05 16:34:01,1794,-47.069,-62.746
SI4,16-Sep-05 21:05:01,1805,-47.256,-62.681
SI4,17-Sep-05 00:38:01,1805,-47.106,-62.882
SI4,17-Sep-05 10:27:01,1818,-47.335,-62.661
SI4,17-Sep-05 11:38:01,1823,-47.288,-62.701
SI4,17-Sep-05 14:50:01,1837,-47.277,-62.842
SI4,29-Sep-05 07:54:01,2379,-47.084,-62.324
SI4,29-Sep-05 10:23:01,2389,-47.076,-62.276
SI4,29-Sep-05 19:07:01,2426,-47.156,-62.371
SI4,29-Sep-05 20:53:01,2426,-47.054,-62.363
SI4,30-Sep-05 11:38:01,2443,-47.003,-62.497
SI4,30-Sep-05 17:15:01,2467,-47.113,-62.449
SI4,30-Sep-05 19:48:01,2474,-47.142,-62.437
SI4,01-Oct-05 01:49:01,2474,-47.098,-62.47
SI4,01-Oct-05 02:56:01,2474,-47.129,-62.477
SI4,01-Oct-05 09:07:01,2481,-47.129,-62.519
SI4,01-Oct-05 10:54:01,2488,-47.053,-62.405
SI4,01-Oct-05 17:00:01,2513,-47.217,-62.739
SI4,01-Oct-05 21:47:01,2521,-47.326,-62.506
SI4,01-Oct-05 23:06:01,2521,-47.244,-62.55
SI4,02-Oct-05 01:07:01,2521,-47.359,-62.751
SI4,02-Oct-05 06:43:01,2521,-47.24,-62.506
SI4,02-Oct-05 08:55:01,2527,-47.221,-62.52
SI4,02-Oct-05 12:36:01,2544,-47.208,-62.495
SI4,02-Oct-05 15:41:01,2557,-47.171,-62.39
SI4,02-Oct-05 18:57:01,2570,-47.185,-62.608
SI4,03-Oct-05 01:29:01,2571,-47.22,-62.478
SI4,03-Oct-05 02:38:01,2571,-47.172,-62.61
SI4,03-Oct-05 05:27:01,2571,-47.225,-62.555
SI4,03-Oct-05 10:31:01,2585,-47.262,-62.435
SI4,03-Oct-05 16:40:01,2610,-47.174,-62.577
SI4,03-Oct-05 19:20:01,2622,-47.151,-62.55
SI4,03-Oct-05 21:00:01,2622,-47.067,-62.54
SI4,04-Oct-05 02:26:01,2622,-47.093,-62.689
SI4,04-Oct-05 05:54:01,2622,-47.105,-62.51
SI4,04-Oct-05 08:22:01,2627,-47.069,-62.507
SI4,04-Oct-05 10:13:01,2634,-47.081,-62.563
SI4,04-Oct-05 22:23:01,2668,-46.829,-62.835
SI4,16-Oct-05 15:48:01,3243,-47.15,-62.43
SI4,16-Oct-05 23:19:01,3259,-47.237,-61.993
SI4,17-Oct-05 05:04:01,3259,-47.035,-62.205
SI4,17-Oct-05 10:13:01,3270,-47.173,-62.511
SI4,17-Oct-05 14:49:01,3285,-47.289,-62.774
SI4,17-Oct-05 17:12:01,3294,-47.246,-62.721
SI4,18-Oct-05 02:16:01,3302,-47.219,-62.445
SI4,18-Oct-05 04:51:01,3302,-47.165,-62.536
SI4,18-Oct-05 08:47:01,3312,-47.136,-62.988
SI4,18-Oct-05 16:16:01,3343,-47.096,-62.459
SI4,18-Oct-05 17:20:01,3347,-47.066,-62.466
SI4,18-Oct-05 18:21:01,3351,-47.071,-62.389
SI4,18-Oct-05 23:43:01,3356,-47.109,-62.478
SI4,19-Oct-05 01:21:01,3356,-47.067,-62.465
SI4,19-Oct-05 02:55:01,3356,-47.03,-62.439
SI4,19-Oct-05 04:41:01,3356,-47.062,-62.503
SI4,19-Oct-05 05:45:01,3356,-47.057,-62.476
SI4,19-Oct-05 07:33:01,3361,-46.948,-62.323
SI4,19-Oct-05 10:24:01,3372,-46.86,-62.236
SI4,19-Oct-05 14:25:01,3389,-46.916,-62.368
SI4,19-Oct-05 16:54:01,3398,-46.97,-62.267
SI4,20-Oct-05 00:58:01,3408,-47.173,-62.474
SI4,20-Oct-05 01:58:01,3408,-47.177,-62.472
SI4,20-Oct-05 04:21:01,3408,-47.174,-62.448
SI4,20-Oct-05 08:24:01,3416,-47.241,-62.425
SI4,20-Oct-05 14:16:01,3440,-47.191,-62.503
SI4,20-Oct-05 17:34:01,3452,-47.279,-62.346
SI4,20-Oct-05 19:14:01,3455,-47.237,-62.324
SI4,20-Oct-05 20:53:01,3456,-47.231,-62.442
SI4,21-Oct-05 00:52:01,3456,-47.531,-62.637
SI4,21-Oct-05 08:12:01,3464,-47.219,-62.523
SI4,21-Oct-05 10:20:01,3474,-47.26,-62.545
SI4,21-Oct-05 11:31:01,3481,-47.273,-62.452
SI4,21-Oct-05 14:06:01,3493,-47.297,-62.532
SI4,21-Oct-05 15:47:01,3500,-47.234,-62.498
SI4,21-Oct-05 18:14:01,3510,-47.22,-62.577
SI4,21-Oct-05 20:35:01,3515,-47.208,-62.621
SI4,22-Oct-05 01:48:01,3515,-47.217,-62.612
SI4,22-Oct-05 03:21:01,3515,-47.198,-62.619
SyS2,15-Aug-05 09:13:18,352,-43.152,-63.553
SyS2,15-Aug-05 10:52:18,362,-43.256,-63.487
SyS2,15-Aug-05 12:35:18,375,-43.358,-63.413
SyS2,15-Aug-05 15:59:18,398,-43.425,-63.529
SyS2,15-Aug-05 18:40:18,409,-43.57,-63.47
SyS2,15-Aug-05 20:23:18,409,-43.654,-63.467
SyS2,15-Aug-05 22:04:18,409,-43.711,-63.433
SyS2,16-Aug-05 01:09:18,409,-43.845,-63.472
SyS2,16-Aug-05 03:32:18,409,-43.94,-63.308
SyS2,16-Aug-05 06:05:18,409,-43.985,-63.349
SyS2,16-Aug-05 07:48:18,409,-44.035,-63.348
SyS2,16-Aug-05 15:46:18,440,-44.356,-63.418
SyS2,16-Aug-05 19:53:18,452,-44.599,-63.476
SyS2,17-Aug-05 01:35:18,452,-44.659,-63.342
SyS2,17-Aug-05 02:41:18,452,-44.68,-63.267
SyS2,17-Aug-05 04:21:18,452,-44.717,-63.174
SyS2,17-Aug-05 08:41:18,454,-44.784,-63.203
SyS2,17-Aug-05 11:42:18,467,-44.906,-63.062
SyS2,01-Sep-05 14:08:18,1195,-47.055,-62.505
SyS2,01-Sep-05 18:19:18,1218,-47.185,-62.574
SyS2,01-Sep-05 20:22:18,1220,-47.198,-62.709
SyS2,02-Sep-05 10:15:18,1231,-47.057,-63.027
SyS2,02-Sep-05 20:55:18,1275,-47.184,-62.562
SyS2,03-Sep-05 05:36:18,1275,-47.227,-62.672
SyS2,03-Sep-05 17:11:18,1320,-47.267,-62.793
SyS2,04-Sep-05 00:09:18,1328,-47.276,-62.675
SyS2,04-Sep-05 04:57:18,1328,-47.254,-62.667
SyS2,04-Sep-05 08:15:18,1329,-47.312,-62.812
SyS2,04-Sep-05 09:58:18,1336,-47.302,-62.801
SyS2,04-Sep-05 11:37:18,1343,-47.29,-62.795
SyS2,04-Sep-05 15:28:18,1363,-47.26,-62.752
SyS2,04-Sep-05 17:02:18,1372,-47.217,-62.8
SyS2,04-Sep-05 22:10:18,1380,-47.346,-62.701
SyS2,05-Sep-05 01:14:18,1380,-47.406,-62.53
SyS2,05-Sep-05 09:44:18,1386,-47.233,-63.316
SyS2,05-Sep-05 15:11:18,1415,-47.232,-62.785
SyS2,05-Sep-05 18:23:18,1433,-47.283,-62.814
SyS2,05-Sep-05 22:03:18,1433,-47.503,-62.496
SyS2,06-Sep-05 16:49:18,1477,-47.475,-63.227
SyS2,23-Sep-05 03:47:18,2249,-48.063,-63.192
SyS2,23-Sep-05 09:18:18,2258,-48.032,-63.084
SyS2,23-Sep-05 16:54:18,2290,-48.035,-63.119
SyS2,23-Sep-05 18:31:18,2298,-47.967,-63.039
SyS2,23-Sep-05 21:28:18,2301,-47.98,-63.125
SyS2,23-Sep-05 23:09:18,2301,-47.997,-63.197
SyS2,24-Sep-05 00:53:18,2301,-48.004,-63.121
SyS2,24-Sep-05 02:55:18,2301,-47.983,-63.136
SyS2,24-Sep-05 09:00:18,2308,-47.982,-63.147
SyS2,24-Sep-05 10:40:18,2316,-48.009,-63.087
SyS2,06-Oct-05 07:42:18,2925,-47.545,-63.307
SyS2,06-Oct-05 11:05:18,2938,-47.785,-63.378
SyS2,06-Oct-05 16:37:18,2957,-47.726,-63.484
SyS2,06-Oct-05 19:46:18,2971,-47.791,-63.773
SyS2,06-Oct-05 23:37:18,2971,-47.707,-63.432
SyS2,07-Oct-05 05:39:18,2971,-47.84,-63.402
SyS2,07-Oct-05 07:49:18,2974,-47.74,-63.574
SyS2,07-Oct-05 10:41:18,2987,-47.78,-63.487
SyS2,07-Oct-05 16:48:18,3014,-47.812,-63.491
SyS2,07-Oct-05 19:26:18,3028,-47.81,-63.362
SyS2,07-Oct-05 21:06:18,3029,-47.812,-63.437
SyS2,08-Oct-05 04:18:18,3029,-47.801,-63.443
SyS2,08-Oct-05 05:56:18,3029,-47.808,-63.415
SyS2,08-Oct-05 08:37:18,3036,-47.822,-63.351
SyS2,08-Oct-05 11:01:18,3045,-47.801,-63.276
SyS2,08-Oct-05 14:33:18,3059,-47.796,-63.426
SyS2,08-Oct-05 19:01:18,3081,-47.713,-63.346
SyS2,08-Oct-05 20:38:18,3082,-47.754,-63.421
SyS2,08-Oct-05 22:30:18,3082,-47.711,-63.326
SyS2,09-Oct-05 00:12:18,3082,-47.769,-63.497
SyS2,09-Oct-05 02:08:18,3082,-47.767,-63.395
SyS2,09-Oct-05 04:52:18,3082,-47.768,-63.376
SyS2,09-Oct-05 06:26:18,3082,-47.732,-63.513
SyS2,09-Oct-05 09:09:18,3092,-47.716,-63.435
SyS2,09-Oct-05 10:46:18,3098,-47.758,-63.327
SyS2,09-Oct-05 15:29:18,3120,-47.718,-63.402
SyS2,09-Oct-05 18:51:18,3136,-47.711,-63.457
SyS2,10-Oct-05 00:40:18,3140,-47.65,-63.367
SyS2,10-Oct-05 01:58:18,3140,-47.671,-63.403
SyS2,10-Oct-05 03:02:18,3140,-47.703,-63.358
SyS2,10-Oct-05 06:02:18,3140,-47.678,-63.42
SyS2,10-Oct-05 07:11:18,3140,-47.632,-63.473
SyS2,10-Oct-05 14:17:18,3170,-47.698,-63.4
SyS2,10-Oct-05 15:20:18,3175,-47.746,-63.469
SyS2,10-Oct-05 17:19:18,3184,-47.674,-63.419
SyS2,10-Oct-05 21:09:18,3194,-47.522,-63.236
SyS2,11-Oct-05 10:45:18,3208,-47.676,-63.342
SyS2,11-Oct-05 15:04:18,3227,-47.669,-63.461
SyS2,11-Oct-05 16:53:18,3235,-47.679,-63.48
SyS2,11-Oct-05 19:29:18,3248,-47.685,-63.341
SyS2,23-Oct-05 13:40:18,3908,-47.651,-63.585
SyS2,23-Oct-05 17:02:18,3924,-47.656,-63.314
SyS2,23-Oct-05 18:05:18,3929,-47.719,-63.357
SyS2,23-Oct-05 19:45:18,3938,-47.692,-63.46
SyS2,23-Oct-05 23:23:18,3938,-47.686,-63.468
SyS2,24-Oct-05 01:06:18,3938,-47.675,-63.347
SyS2,24-Oct-05 02:46:18,3938,-47.706,-63.4
SyS2,24-Oct-05 09:19:18,3948,-47.69,-63.377
SyS2,24-Oct-05 15:16:18,3972,-47.685,-63.387
SyS2,24-Oct-05 17:00:18,3981,-47.666,-63.317
SyS2,24-Oct-05 19:54:18,3993,-47.645,-63.39
SyS2,24-Oct-05 23:06:18,3993,-47.666,-63.414
SyS2,25-Oct-05 00:43:18,3993,-47.666,-63.417
SyS2,25-Oct-05 05:06:18,3993,-47.646,-63.32
SyS2,25-Oct-05 10:31:18,4009,-47.869,-62.963
SyS2,25-Oct-05 15:46:18,4032,-47.844,-63.273
SyS2,25-Oct-05 16:46:18,4038,-47.841,-63.301
SyS2,25-Oct-05 21:20:18,4053,-47.741,-63.457
SyS2,26-Oct-05 08:49:18,4064,-47.854,-63.094
SyS2,26-Oct-05 10:25:18,4072,-47.896,-62.919
SyS2,26-Oct-05 11:42:18,4078,-47.934,-62.858
SyS2,26-Oct-05 14:54:18,4093,-47.796,-63.195
SyS2,26-Oct-05 17:27:18,4106,-47.906,-63.029
SyS2,26-Oct-05 22:48:18,4119,-47.897,-63.423
SyS2,27-Oct-05 01:36:18,4119,-47.866,-63.364
SyS2,27-Oct-05 04:43:18,4119,-47.851,-63.252
SyS2,27-Oct-05 06:00:18,4119,-47.846,-63.228
SyS2,27-Oct-05 07:40:18,4126,-47.864,-63.215
SyS2,27-Oct-05 21:28:18,4182,-47.846,-63.237
SyS2,28-Oct-05 00:12:18,4182,-47.858,-63.223
SyS2,28-Oct-05 02:18:18,4182,-47.824,-63.253
SyS2,28-Oct-05 04:00:18,4182,-47.831,-63.202
SyS2,28-Oct-05 07:17:18,4188,-47.849,-63.235
SyS2,28-Oct-05 18:32:18,4236,-47.871,-63.209
SyS2,29-Oct-05 00:04:18,4242,-47.881,-63.245
SyS2,29-Oct-05 02:05:18,4242,-47.893,-63.184
SyS2,10-Nov-05 05:25:17,5005,-44.223,-64.563
SyS2,10-Nov-05 17:53:17,5061,-43.754,-64.443
SyS2,10-Nov-05 20:56:17,5073,-43.643,-64.213
SyS2,10-Nov-05 23:16:17,5073,-43.621,-64.336
SyS2,11-Nov-05 05:02:17,5073,-43.322,-64.362
SyS2,11-Nov-05 08:59:17,5095,-43.25,-64.583
SyS2,11-Nov-05 17:32:17,5125,-43.075,-64.503
