claveU,ID,nroViaje,dive,julianoIni,duration,MaxDepth,julianoMax,AvgDepth,MinDepth,BottomTemp,SurfaceTemp,intervaloEnSuperficie,donde,longi,lati,actuBuceo
ANIC,52034,1,4225,74.873032,20.83,346.50,74.879282,257.24,3.00,5.0,7.5,1.67,F,-40.075000,-48.269000,x
ANIC,52038,1,4227,74.904514,11.67,304.00,74.907176,160.01,3.50,6.7,8.4,1.67,F,-40.044000,-48.200000,x
ANIC,52041,2,4228,307.998495,23.33,652.00,308.003588,422.90,4.50,5.9,8.3,2.33,F,-48.718000,-44.304000,x
ANIC,52049,2,4232,308.070370,22.67,642.50,308.080093,412.22,2.50,4.7,8.5,2.33,F,-48.824000,-44.298000,x
ANIC,52071,2,4243,308.281597,27.17,271.50,308.285995,207.98,10.00,7.5,9.5,1.67,F,-48.684000,-44.290000,x
ANIC,52133,2,4274,308.996991,22.50,614.50,309.003819,367.43,3.00,5.7,8.9,2.33,F,-49.500000,-44.266000,x
ANIC,52153,2,4284,309.183218,24.83,615.50,309.192593,363.16,11.00,5.1,8.5,2.00,F,-49.673000,-44.242000,x
ANIC,52190,1,4303,76.006366,13.33,189.50,76.010417,126.06,5.50,4.8,6.0,1.50,F,-41.484000,-49.481000,x
ANIC,52236,1,4326,76.396991,31.00,546.00,76.413194,419.57,4.50,3.6,5.7,2.00,F,-40.565000,-49.300000,x
ANIC,52243,2,4329,310.243750,25.00,610.00,310.253009,391.49,13.00,5.0,8.3,2.17,F,-50.400000,-44.299000,x
ANIC,52339,2,4377,311.307407,35.00,809.50,311.318750,406.64,8.50,5.7,8.6,2.00,F,-50.683000,-44.527000,x
ANIC,52368,1,4392,77.745718,24.67,907.00,77.754398,491.38,4.50,3.3,5.5,4.33,F,-40.204000,-49.611000,x
ANIC,52412,1,4414,78.181481,23.17,221.00,78.194213,125.15,5.00,6.5,9.5,5.33,F,-40.999000,-49.724000,x
ANIC,52473,2,4444,312.993750,28.50,384.00,312.998032,289.02,7.00,6.5,8.9,2.00,F,-51.647000,-44.472000,x
ANIC,52478,1,4447,78.861806,23.50,447.50,78.866435,330.95,12.50,3.6,4.5,1.83,F,-41.462000,-49.921000,x
ANIC,52491,2,4453,313.152083,25.83,406.50,313.165278,276.49,5.50,6.5,9.8,2.33,F,-51.717000,-44.458000,x
ANIC,52530,1,4473,79.338773,28.50,880.50,79.347917,439.18,6.00,3.5,4.8,1.67,F,-41.092000,-49.682000,x
ANIC,52539,2,4477,313.728704,35.00,859.00,313.738773,449.55,8.00,4.8,9.6,2.17,F,-52.098000,-44.531000,x
ANIC,52567,2,4491,314.050926,24.50,449.00,314.056597,296.89,14.00,6.9,9.2,1.83,F,-52.757000,-44.652000,x
ANIC,52629,2,4522,314.813542,34.33,762.00,314.825116,492.95,4.50,4.6,10.4,2.00,F,-53.801000,-44.675000,x
ANIC,52631,2,4523,314.838773,37.33,761.50,314.851273,473.85,3.50,4.6,10.5,2.17,F,-53.780000,-44.687000,x
ANIC,52679,2,4547,315.354745,44.67,743.50,315.371875,539.44,14.50,4.1,8.2,2.33,F,-54.453000,-44.740000,x
ANIC,52721,2,4568,315.946644,31.17,794.00,315.958681,499.23,3.50,4.1,7.5,2.00,F,-55.158000,-44.900000,x
ANIC,52726,1,4571,81.449421,33.83,846.50,81.462500,521.55,11.00,3.2,5.8,1.67,F,-40.863000,-50.096000,x
ANIC,52766,1,4591,81.910069,21.50,834.50,81.918519,413.16,4.00,3.3,4.6,2.17,F,-42.259000,-49.853000,x
ANIC,52817,2,4616,317.072569,26.83,229.00,317.089005,186.10,3.00,4.5,6.7,1.67,F,-56.090000,-45.086000,x
ANIC,52890,1,4653,83.024769,20.00,862.00,83.031597,427.69,5.50,3.7,5.4,3.00,F,-42.559000,-49.647000,x
ANIC,52918,1,4667,83.213194,27.17,288.50,83.227778,173.63,3.50,3.0,5.3,2.00,F,-42.792000,-49.713000,x
ANIC,52923,2,4669,318.342245,26.00,722.00,318.350116,447.36,12.50,4.2,6.7,1.83,F,-56.738000,-44.960000,x
ANIC,52979,2,4697,319.040972,22.17,254.00,319.046296,178.30,10.00,5.3,6.7,1.83,F,-57.312000,-44.910000,x
ANIC,52984,1,4700,83.861921,23.67,578.00,83.872338,359.34,17.50,3.4,4.7,2.00,F,-42.404000,-49.416000,x
ANIC,53041,2,4728,319.811574,53.83,963.00,319.839699,648.72,10.00,3.4,6.2,2.83,F,-57.687000,-44.841000,x
ANIC,53047,2,4731,319.897569,31.17,761.00,319.907870,483.36,7.00,3.9,5.9,2.17,F,-57.740000,-44.827000,x
ANIC,53092,1,4754,84.916319,20.67,193.50,84.928588,140.83,9.00,3.0,4.8,1.83,F,-43.053000,-49.214000,x
ANIC,53109,2,4762,320.655556,64.33,496.00,320.670949,387.66,4.00,4.1,6.1,1.50,F,-58.368000,-44.673000,x
ANIC,53148,1,4782,85.460532,27.33,554.00,85.474884,422.53,8.50,3.3,5.5,1.83,F,-42.638000,-49.299000,x
ANIC,53182,1,4799,85.823727,31.33,699.00,85.836574,404.91,4.50,3.2,4.9,2.00,F,-43.562000,-49.316000,x
ANIC,53289,2,4852,322.658681,41.33,1008.50,322.673727,546.36,14.50,4.8,7.1,2.33,F,-59.437000,-43.598000,x
ANIC,53338,1,4877,87.281829,32.83,433.00,87.294213,252.38,3.50,3.3,4.9,1.67,F,-45.979000,-48.771000,x
ANIC,53343,2,4879,323.049653,20.50,107.50,323.053241,51.78,3.00,7.9,9.8,2.00,Pv,-59.847000,-43.248000,x
ANIC,53387,2,4901,323.375463,16.50,74.00,323.380903,34.47,5.00,9.9,11.1,1.17,Pv,-60.251000,-43.002000,x
ANIC,53404,1,4910,87.983449,17.17,261.50,87.991782,180.18,2.50,3.2,14.8,61.33,F,-43.587000,-49.220000,x
ANIC,53408,1,4912,88.071875,14.67,226.50,88.076042,139.98,5.00,8.7,13.6,20.33,F,-43.654000,-49.458000,x
ANIC,53411,2,4913,323.544329,16.00,33.00,323.548958,30.30,12.00,NULL,13.0,1.33,Pv,-59.806000,-42.584000,x
ANIC,53510,1,4963,89.106481,18.33,495.50,89.110185,297.11,2.50,6.0,7.3,1.83,F,-43.838000,-49.107000,x
ANIC,53559,2,4987,324.294444,25.67,86.50,324.306250,55.13,3.50,9.9,11.0,1.50,Pv,-61.260000,-42.242000,x
ANIC,53561,2,4988,324.313310,20.00,86.00,324.318519,55.12,6.00,10.1,11.1,1.33,Pv,-61.295000,-42.247000,x
ANIC,53562,1,4989,89.529514,31.67,909.50,89.539699,522.21,6.00,4.0,7.8,2.17,F,-44.109000,-48.850000,x
ANIC,53584,1,5000,89.772685,23.50,707.00,89.780787,448.49,13.50,4.4,7.6,2.17,F,-43.758000,-48.714000,x
ANIC,53592,1,5004,89.842130,27.33,509.00,89.846412,395.44,3.00,5.3,6.4,1.83,F,-43.341000,-48.688000,x
ANIC,53621,2,5018,324.600231,13.50,80.50,324.602083,67.70,4.50,12.4,13.2,1.17,Pv,-61.556000,-42.236000,x
ANIC,53649,2,5032,324.734375,10.67,74.00,324.736227,50.90,8.00,13.0,13.9,1.00,Pv,-61.922000,-42.072000,x
ANIC,53671,2,5043,324.828241,10.17,67.50,324.831944,56.38,4.00,13.3,14.1,1.17,Pv,-62.094000,-42.030000,x
ANIC,53727,2,5071,325.038079,14.50,61.50,325.045602,55.15,3.00,16.1,16.1,2.00,Pv,-62.335000,-41.996000,x
ANIC,53739,2,5077,325.107870,16.00,58.00,325.109375,46.23,3.00,14.2,14.2,1.50,Pv,-62.502000,-41.981000,x
ANIC,53769,2,5092,325.282407,14.33,62.00,325.284954,51.34,2.50,13.8,13.8,1.50,Pv,-62.868000,-41.967000,x
ANIC,53771,2,5093,325.293403,12.83,64.00,325.296065,51.29,3.50,13.8,13.8,1.33,Pv,-62.896000,-41.950000,x
ANIC,53792,1,5104,91.319676,17.00,250.50,91.325231,178.19,3.50,6.6,8.9,1.50,F,-42.999000,-48.663000,x
ANIC,53823,2,5119,325.435648,8.83,52.00,325.439352,43.30,3.00,13.6,14.8,1.00,Pv,-62.959000,-42.064000,x
ANIC,53893,2,5154,325.725694,11.00,30.50,325.728704,25.05,3.50,NULL,16.0,1.33,Pv,-63.385000,-42.179000,x
ANIC,53900,1,5158,92.084028,20.50,499.00,92.091088,317.22,10.00,8.0,10.6,2.00,F,-43.045000,-48.742000,x
ANIC,53923,2,5169,325.865856,13.17,64.50,325.868981,49.46,5.00,15.1,15.1,1.33,Pv,-63.332000,-42.524000,x
ANIC,53966,1,5191,92.730903,24.17,746.00,92.742130,447.41,5.00,4.3,7.8,2.17,F,-42.788000,-48.952000,x
ANIC,54102,1,5326,95.005787,17.33,327.50,95.013079,234.17,3.00,6.4,9.3,2.17,F,-40.725000,-48.376000,x
ANIC,54144,1,5368,95.795949,22.83,633.00,95.807407,389.32,11.00,4.4,7.3,2.00,F,-40.016000,-48.416000,x
ANIC,54160,1,5384,96.051505,23.67,212.00,96.064352,149.83,5.00,8.9,14.9,23.67,F,-39.530000,-48.393000,x
ANIC,54292,1,5516,98.495370,35.50,860.00,98.506597,561.35,9.50,4.1,8.1,2.33,F,-38.611000,-48.272000,x
ANIC,54306,1,5530,98.757870,23.83,558.50,98.769676,391.28,10.50,4.4,6.9,2.00,F,-39.121000,-48.428000,x
ANIC,54326,1,5550,99.043981,14.67,138.50,99.047106,104.25,3.50,9.2,9.7,1.50,F,-38.200000,-47.959000,x
ANIC,54368,1,5592,99.846991,1.00,42.00,99.847338,26.92,11.50,8.6,8.9,0.83,F,-38.347000,-48.227000,x
ANIC,54375,1,5599,99.908218,15.00,198.50,99.914931,124.29,2.50,7.9,9.4,2.83,F,-38.300000,-48.210000,x
ANIC,54392,1,5616,100.099074,15.67,424.00,100.102546,249.69,11.00,7.1,8.8,5.67,F,-38.261000,-48.215000,x
ANIC,54397,1,5621,100.165394,17.17,530.50,100.172454,273.98,3.00,5.9,7.9,2.17,F,-38.398000,-48.178000,x
ANIC,54426,1,5650,100.783681,26.00,599.50,100.790278,415.21,10.50,5.0,6.8,2.83,F,-38.250000,-48.159000,x
ANIC,54471,1,5695,101.665278,25.33,744.50,101.674421,423.79,6.50,4.5,7.1,1.50,F,-38.435000,-47.908000,x
ANIC,54483,1,5707,101.889583,18.67,255.00,101.895255,144.17,10.50,7.1,9.6,1.50,F,-38.414000,-47.798000,x
ANIC,54494,1,5718,102.067014,15.67,480.00,102.073843,240.89,4.50,5.9,8.1,1.83,F,-38.436000,-47.648000,x
ANIC,54526,1,5750,102.734838,28.83,862.50,102.746296,493.51,3.00,4.1,7.1,2.33,F,-38.431000,-47.401000,x
ANIC,54542,1,5766,103.015972,32.83,687.00,103.027778,395.03,4.00,4.9,7.8,2.00,F,-38.757000,-46.976000,x
ANIC,54630,1,5854,104.859028,26.67,223.00,104.875810,173.53,7.00,7.0,8.8,1.67,F,-39.705000,-46.474000,x
ANIC,54664,1,5888,105.465741,32.67,849.50,105.480324,538.03,4.00,4.0,7.5,2.17,F,-39.886000,-46.332000,x
ANIC,54694,1,5918,106.071875,17.50,245.50,106.076042,182.38,8.00,8.7,10.0,1.83,F,-39.993000,-46.167000,x
ANIC,54714,1,5938,106.464815,35.67,839.00,106.475231,486.54,2.50,4.5,8.3,2.00,F,-40.097000,-46.061000,x
ANIC,54716,1,5940,106.517593,37.00,570.00,106.532176,445.73,4.00,4.4,8.6,2.33,F,-40.091000,-46.037000,x
ANIC,54720,1,5944,106.623380,34.50,657.00,106.642477,438.19,13.00,4.2,7.7,2.33,F,-40.155000,-46.013000,x
ANIC,54783,1,6007,107.692477,32.17,404.00,107.710417,320.67,11.50,4.9,8.9,1.83,F,-40.931000,-45.860000,x
ANIC,54832,1,6056,108.491319,31.17,613.50,108.505787,425.40,14.00,4.5,10.2,2.17,F,-40.364000,-45.708000,x
ANIC,54861,1,6085,109.014005,16.83,320.50,109.018634,218.54,3.00,6.9,8.5,1.67,F,-40.422000,-45.640000,x
ANIC,54862,1,6086,109.026852,18.17,331.50,109.031597,244.05,3.00,6.4,8.4,1.50,F,-40.371000,-45.626000,x
ANIC,54866,1,6090,109.081250,18.67,339.00,109.084954,253.02,4.50,7.0,8.5,1.83,F,-40.480000,-45.639000,x
ANIC,54889,1,6113,109.555093,38.67,457.00,109.577546,364.21,3.00,4.7,7.9,1.83,F,-40.556000,-45.595000,x
ANIC,54926,1,6150,110.163079,17.17,294.50,110.168750,226.55,9.50,6.4,8.7,1.83,F,-40.446000,-45.572000,x
ANIC,54969,1,6193,110.986111,16.83,346.50,110.990278,226.98,2.50,6.7,8.4,1.83,F,-40.427000,-45.538000,x
ANIC,54975,1,6199,111.060880,14.17,318.50,111.066898,212.89,7.50,6.3,8.3,1.83,F,-40.348000,-45.435000,x
ANIC,54977,1,6201,111.086111,16.00,363.00,111.091088,250.34,11.50,6.3,8.1,1.83,F,-40.448000,-45.481000,x
ANIC,54995,1,6219,111.443287,42.33,610.00,111.456944,448.29,13.50,4.5,8.0,2.17,F,-40.364000,-45.472000,x
ANIC,54998,1,6222,111.518519,31.83,535.00,111.523611,424.74,10.50,5.9,7.8,2.00,F,-40.271000,-45.444000,x
ANIC,55029,1,6253,112.043171,17.33,285.50,112.052083,206.14,3.50,6.4,8.8,1.83,F,-39.023000,-45.058000,x
ANIC,55075,1,6299,112.873843,12.00,278.50,112.877778,173.26,4.50,7.7,9.7,1.50,F,-39.890000,-45.402000,x
ANIC,55088,1,6312,113.025810,15.33,437.50,113.029630,258.15,11.50,7.4,9.0,2.00,F,-39.907000,-45.423000,x
ANIC,55095,1,6319,113.103472,12.33,405.50,113.107639,215.32,4.50,7.8,9.5,1.83,F,-39.978000,-45.463000,x
ANIC,55114,1,6338,113.501273,25.00,554.00,113.512731,370.50,13.50,4.8,8.4,2.17,F,-39.815000,-45.377000,x
ANIC,55125,1,6349,113.722917,22.00,667.00,113.731366,415.75,15.00,4.7,8.8,2.00,F,-39.766000,-45.447000,x
ANIC,55153,1,6377,114.125694,14.33,209.50,114.128935,143.85,6.00,11.3,15.0,25.67,F,-39.564000,-45.440000,x
ANIC,55175,1,6399,114.704514,36.00,547.00,114.715625,426.98,17.00,5.3,8.3,2.33,F,-39.757000,-45.304000,x
ANIC,55177,1,6401,114.756366,31.67,705.00,114.773148,418.73,6.00,4.4,8.0,2.00,F,-39.736000,-45.276000,x
ANIC,55178,1,6402,114.779745,24.83,685.00,114.788773,410.56,3.00,4.7,8.2,2.00,F,-39.685000,-45.298000,x
ANIC,55181,1,6405,114.835995,20.50,270.00,114.845833,208.77,7.50,6.5,8.6,1.67,F,-39.776000,-45.298000,x
ANIC,55182,1,6406,114.851389,19.33,249.50,114.857870,195.82,14.50,7.1,8.7,1.50,F,-39.698000,-45.280000,x
ANIC,55208,1,6432,115.200347,16.50,300.00,115.203704,227.63,6.50,7.4,9.0,2.00,F,-39.606000,-45.326000,x
ANIC,55216,1,6440,115.306019,27.67,276.00,115.318519,208.94,7.50,6.6,9.3,2.00,F,-39.839000,-45.268000,x
ANIC,55220,1,6444,115.399306,24.00,604.50,115.405324,343.52,7.00,5.8,8.4,1.83,F,-39.933000,-45.204000,x
ANIC,55236,1,6460,115.769676,26.83,610.00,115.783218,397.52,8.50,4.7,8.2,2.00,F,-40.019000,-45.242000,x
ANIC,55238,1,6462,115.811574,31.67,405.00,115.818750,327.56,16.50,5.6,8.2,2.00,F,-39.939000,-45.290000,x
ANIC,55250,1,6474,115.980440,19.00,339.00,115.987384,252.26,8.50,6.4,8.8,2.00,F,-39.890000,-45.245000,x
ANIC,55266,1,6490,116.195023,14.67,416.00,116.198611,235.96,13.00,7.8,9.3,1.83,F,-39.950000,-45.186000,x
ANIC,55275,1,6499,116.375000,37.33,384.50,116.385069,305.86,4.50,6.1,8.4,1.67,F,-39.877000,-45.056000,x
ANIC,55293,1,6517,116.830671,23.33,428.00,116.838889,240.21,6.00,6.1,8.8,1.67,F,-39.689000,-44.983000,x
ANIC,55313,1,6537,117.114352,16.33,349.00,117.122454,250.83,15.50,6.1,8.5,2.00,F,-39.795000,-45.091000,x
ANIC,55325,1,6549,117.270949,29.67,215.00,117.273727,159.66,7.50,9.0,10.6,1.67,F,-39.844000,-45.064000,x
ANIC,55331,1,6555,117.431944,34.33,578.00,117.448264,416.29,5.50,4.8,8.3,2.00,F,-39.687000,-45.122000,x
ANIC,55333,1,6557,117.485532,48.33,414.00,117.513194,326.43,5.00,5.4,10.5,1.67,F,-39.599000,-45.149000,x
ANIC,55343,1,6567,117.752546,27.50,531.00,117.758449,388.87,6.00,5.7,8.0,2.17,F,-39.719000,-45.163000,x
ANIC,55366,1,6590,118.087731,16.50,390.00,118.095023,245.98,3.00,6.2,8.8,1.83,F,-39.812000,-45.019000,x
ANIC,55415,1,6639,119.002199,25.83,378.50,119.011227,280.67,4.50,8.9,12.4,1.83,F,-40.196000,-44.894000,x
ANIC,55419,1,6643,119.067824,19.50,327.50,119.078125,239.69,4.50,9.2,12.2,2.00,F,-40.100000,-44.749000,x
ANIC,55434,1,6658,119.291898,26.00,227.00,119.293866,163.48,8.00,8.7,10.3,1.83,F,-40.167000,-44.816000,x
ANIC,55457,1,6681,119.824884,16.50,349.50,119.829514,249.13,4.50,6.2,8.7,1.50,F,-40.222000,-44.755000,x
ANIC,55471,1,6695,119.999653,12.67,147.50,120.004282,113.34,8.00,9.6,10.2,1.67,F,-40.225000,-44.661000,x
ANIC,55518,1,6742,120.875926,20.00,365.50,120.885995,240.48,15.00,5.8,8.6,1.83,F,-40.759000,-44.528000,x
ANIC,55546,1,6770,121.269676,38.50,305.00,121.281713,247.02,7.00,6.9,9.9,1.83,F,-40.994000,-44.612000,x
ANIC,55561,1,6785,121.658449,29.33,702.50,121.673611,428.47,7.00,4.6,8.2,2.33,F,-41.042000,-44.708000,x
ANIC,55572,1,6796,121.866435,14.67,237.50,121.868634,117.15,10.50,8.9,10.7,2.67,F,-40.993000,-44.671000,x
ANIC,55587,1,6811,122.025000,14.67,399.00,122.029630,248.26,4.00,7.3,9.0,1.67,F,-41.028000,-44.586000,x
ANIC,55596,1,6820,122.143981,17.83,371.50,122.152778,248.34,10.50,6.2,9.0,1.83,F,-40.584000,-44.640000,x
ANIC,55614,1,6838,122.500347,30.50,679.50,122.515741,447.17,16.00,4.3,7.9,2.17,F,-41.080000,-44.424000,x
ANIC,55697,1,6921,124.060532,14.33,189.00,124.063889,120.69,3.50,12.8,14.3,13.17,F,-41.195000,-44.422000,x
ANIC,55749,1,6973,125.060880,17.00,363.50,125.064583,247.81,3.50,7.8,9.0,1.83,F,-41.667000,-44.551000,x
ANIC,55758,1,6982,125.194329,16.50,458.50,125.198380,281.69,7.50,7.4,9.2,2.17,F,-41.754000,-44.560000,x
ANIC,55819,1,7043,126.488889,35.83,743.50,126.503356,445.51,5.50,4.4,9.6,1.83,F,-42.009000,-45.003000,x
ANIC,55847,1,7071,127.027199,25.00,402.50,127.039352,278.41,3.00,5.7,9.2,2.17,F,-42.022000,-45.195000,x
ANIC,55862,1,7086,127.303241,16.17,325.50,127.306597,198.65,2.50,8.1,9.9,1.67,F,-41.908000,-45.265000,x
ANIC,55870,1,7094,127.491088,42.33,596.00,127.515162,447.82,4.50,4.7,9.2,2.83,F,-41.879000,-45.317000,x
ANIC,55994,1,7218,130.024306,25.67,319.00,130.035185,238.28,7.50,5.2,8.4,2.33,F,-42.232000,-46.102000,x
ANIC,56012,1,7236,130.450810,39.67,635.00,130.473264,444.71,2.50,4.3,7.6,2.00,F,-41.861000,-46.292000,x
ANIC,56020,1,7244,130.661227,33.33,573.00,130.677083,444.04,3.00,4.5,7.9,2.00,F,-42.212000,-46.209000,x
ANIC,56039,1,7263,131.041898,19.17,132.00,131.045255,104.42,9.50,11.0,11.2,1.67,F,-42.168000,-46.076000,x
ANIC,56161,1,7385,133.705208,41.00,592.00,133.724884,426.44,15.00,4.6,8.2,2.17,F,-40.723000,-45.981000,x
ANIC,56186,1,7410,134.133449,15.17,376.50,134.137847,240.48,9.00,7.1,9.2,2.33,F,-40.416000,-46.108000,x
ANIC,56211,1,7435,134.744329,33.33,756.00,134.758102,475.60,11.00,4.4,8.4,2.17,F,-40.462000,-46.126000,x
ANIC,56224,1,7448,134.981713,20.00,557.00,134.987616,289.22,3.50,6.6,9.1,2.00,F,-40.855000,-46.138000,x
ANIC,56243,1,7467,135.321065,29.83,625.50,135.331597,345.82,4.50,5.8,9.8,1.83,F,-40.547000,-46.403000,x
ANIC,56281,1,7505,136.179167,23.00,578.50,136.188310,374.37,5.00,5.8,9.6,2.33,F,-39.968000,-46.667000,x
ANIC,56291,1,7515,136.373032,26.17,557.00,136.382176,366.36,3.00,6.6,10.9,1.83,F,-40.326000,-46.752000,x
ANIC,56307,1,7531,136.872454,26.33,582.00,136.883796,369.06,7.50,5.0,8.5,2.17,F,-40.467000,-47.159000,x
ANIC,56349,1,7573,137.868634,29.50,718.00,137.879745,400.34,3.00,4.2,6.3,2.17,F,-39.792000,-46.875000,x
ANIC,56352,1,7576,137.931713,30.00,751.50,137.938079,501.57,4.50,4.5,6.1,2.50,F,-39.423000,-46.805000,x
ANIC,56361,1,7585,138.104745,26.17,383.00,138.115856,284.23,5.50,4.6,6.4,2.33,F,-39.589000,-46.872000,x
ANIC,56369,1,7593,138.271065,35.67,239.00,138.273611,187.06,7.50,6.0,7.1,1.50,F,-39.604000,-46.896000,x
ANIC,56405,1,7629,139.159606,27.50,246.00,139.164583,179.19,4.50,5.9,8.2,1.83,F,-38.826000,-46.918000,x
ANIC,56429,1,7653,139.776389,33.50,768.00,139.791435,514.89,9.50,4.0,6.8,2.17,F,-39.576000,-47.189000,x
ANIC,56445,1,7669,140.087153,22.50,542.00,140.098495,299.80,10.50,5.5,8.1,2.50,F,-39.997000,-46.530000,x
ANIC,56475,1,7699,140.806481,37.83,299.00,140.809375,226.61,3.00,6.9,8.2,1.67,F,-38.374000,-47.509000,x
ANIC,56514,1,7738,141.716435,39.17,577.00,141.734259,446.87,2.50,4.4,7.5,2.00,F,-39.441000,-47.484000,x
ANIC,56543,1,7767,142.305787,39.17,208.50,142.311111,155.17,3.00,8.8,10.2,2.00,F,-39.125000,-47.559000,x
ANIC,56544,1,7768,142.334375,38.67,426.50,142.354861,227.82,4.00,6.3,8.9,1.83,F,-39.222000,-47.535000,x
ANIC,56571,1,7795,143.027083,27.50,608.00,143.037269,407.95,7.50,4.9,7.4,2.00,F,-40.363000,-48.066000,x
ANIC,56592,1,7816,143.415972,48.17,736.50,143.422917,554.86,5.00,4.9,6.7,1.50,F,-38.889000,-47.919000,x
ANIC,56657,1,7881,144.965741,38.33,655.00,144.984144,443.03,12.50,4.3,6.9,2.33,F,-39.079000,-48.078000,x
ANIC,56761,1,7985,147.266088,23.67,647.50,147.275347,400.80,9.00,4.8,7.7,2.00,F,-40.844000,-47.516000,x
ANIC,56775,1,7999,147.678125,35.50,595.50,147.685301,453.57,9.00,4.8,7.3,2.00,F,-40.591000,-48.558000,x
ANIC,56799,1,8023,148.245023,24.33,631.00,148.250810,411.13,5.50,6.5,8.6,2.33,F,-39.602000,-48.465000,x
ANIC,56907,1,8131,150.752546,37.67,667.50,150.766898,467.98,4.50,3.1,3.8,1.83,F,-39.687000,-49.332000,x
ANIC,56908,1,8132,150.779977,35.17,805.00,150.788657,440.55,4.00,3.2,3.8,2.00,F,-39.660000,-49.359000,x
ANIC,56911,1,8135,150.851852,27.67,789.50,150.861227,429.19,7.00,3.2,3.9,2.17,F,-39.600000,-49.458000,x
ANIC,56915,1,8139,150.951736,31.00,827.50,150.961227,438.90,5.50,3.1,3.8,2.17,F,-39.569000,-49.417000,x
ANIC,56987,1,8211,152.742130,41.83,507.00,152.761458,393.24,15.50,2.8,2.7,2.00,F,-38.880000,-49.955000,x
ANIC,57015,1,8239,153.403588,35.33,317.50,153.423148,236.06,9.50,2.6,2.4,1.67,F,-38.929000,-50.227000,x
ANIC,57043,1,8267,154.054745,29.83,243.00,154.058102,173.55,10.00,2.5,2.7,1.83,F,-39.180000,-50.320000,x
ANIC,57090,1,8314,155.108681,20.67,547.50,155.116551,318.31,11.00,2.7,2.7,16.83,F,-39.321000,-50.464000,x
ANIC,57152,1,8376,156.429977,29.33,278.50,156.443287,201.82,7.00,2.4,2.4,1.67,F,-39.475000,-50.537000,x
ANIC,57192,1,8416,157.414236,29.50,357.00,157.419792,243.52,5.00,2.5,2.7,2.17,F,-39.609000,-50.435000,x
ANIC,57199,1,8423,157.559259,20.00,339.50,157.565509,263.05,8.00,2.7,2.8,1.67,F,-39.711000,-50.449000,x
ANIC,57206,1,8430,157.683102,22.83,365.50,157.690625,265.50,9.00,2.9,3.1,2.00,F,-39.626000,-50.454000,x
ANIC,57217,1,8441,157.856250,0.33,3.00,157.856250,2.75,2.50,NULL,3.2,13.67,F,-39.653000,-50.462000,x
ANIC,57259,1,8483,158.757755,35.50,628.50,158.776968,358.68,8.00,2.8,2.6,2.17,F,-39.601000,-50.514000,x
ANIC,57292,1,8516,159.515046,38.83,468.00,159.534722,344.56,8.00,2.8,2.6,1.33,F,-39.569000,-50.575000,x
ANIC,57298,1,8522,159.668519,27.50,375.00,159.680440,301.46,3.00,2.7,4.6,1.67,F,-39.435000,-50.229000,x
ANIC,57360,1,8584,161.107755,0.83,3.50,161.107755,2.70,2.50,NULL,2.2,4.67,F,-39.765000,-50.879000,x
ANIC,57471,1,8695,163.766667,38.17,753.50,163.785764,464.97,14.00,3.1,3.7,1.83,F,-41.921000,-50.196000,x
ANIC,57479,1,8703,163.934028,26.00,408.50,163.940856,257.42,4.00,3.2,3.7,1.83,F,-42.020000,-50.156000,x
ANIC,57532,1,8756,165.089120,25.50,472.00,165.095833,295.40,3.00,3.2,3.6,1.83,F,-43.264000,-50.012000,x
ANIC,57571,1,8795,166.104514,27.00,363.00,166.110185,277.25,3.50,3.0,3.6,1.83,F,-44.168000,-50.015000,x
ANIC,57610,1,8834,167.092361,31.17,562.00,167.106713,394.96,5.50,3.4,3.9,2.17,F,-45.306000,-49.698000,x
ANIC,57625,1,8849,167.522106,45.17,639.00,167.533102,478.38,11.00,3.4,3.8,2.17,F,-45.647000,-49.664000,x
ANIC,57630,1,8854,167.670370,37.83,646.00,167.678125,469.67,11.00,3.3,3.8,1.50,F,-46.095000,-49.654000,x
ANIC,57656,1,8880,168.316319,47.50,778.00,168.338542,549.08,6.50,3.3,3.9,2.33,F,-46.880000,-49.489000,x
ANIC,57686,1,8910,169.050000,24.17,462.00,169.055093,319.64,4.50,4.3,5.0,1.83,F,-47.754000,-49.342000,x
ANIC,57707,1,8931,169.515625,42.67,691.00,169.527546,438.91,6.50,3.8,5.9,2.00,F,-47.950000,-49.145000,x
ANIC,57721,1,8945,169.887153,23.00,487.00,169.898264,314.34,4.50,4.2,6.2,2.00,F,-48.010000,-48.936000,x
ANIC,57781,1,9005,171.022917,17.00,390.50,171.028935,259.02,13.00,4.8,6.2,2.00,F,-49.341000,-48.706000,x
ANIC,57863,1,9087,172.836458,29.67,807.00,172.846759,441.02,10.00,3.8,5.6,2.17,F,-51.230000,-48.411000,x
ANIC,57878,1,9102,173.124537,24.67,497.00,173.132176,345.40,8.50,4.3,5.9,2.00,F,-51.240000,-48.436000,x
ANIC,58035,1,9259,176.898958,27.17,590.00,176.907986,349.58,5.00,6.6,10.9,1.83,F,-52.900000,-47.717000,x
ANIC,58048,1,9272,177.144444,22.33,192.00,177.149537,155.04,5.50,11.4,11.6,1.50,F,-53.250000,-47.794000,x
ANIC,58090,1,9314,178.123380,29.00,536.00,178.130093,337.16,7.00,4.4,5.7,2.00,F,-53.996000,-47.932000,x
ANIC,58161,1,9385,179.934375,27.50,500.50,179.940162,343.96,6.50,4.0,5.0,1.67,F,-56.276000,-47.346000,x
